facility_uuid,state,lga,facility,package,workbook_readiness,dashboard_readiness,power_fix,connectivity_fix
9f4c9234-7769-4a94-9bd2-7b9a7b86f393,anambra,anambra_east,otuocha_primary_health_centre,Full solar system only,Not ready,Moderately ready,,FibreX
a26e04a7-39b3-4324-996d-02972ea69dc6,adamawa,yola_south,lamido_aliyu_health_centre,Full solar system only,Not ready,Ready,,
721aa1cf-fa03-4826-812d-508056119680,niger,chanchaga,tayi_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
7829a8a9-15f2-46bb-aaaa-04802e420858,akwa_ibom,etinan,ikot_udo_oto_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
7829a8a9-15f2-46bb-aaaa-04802e420858,akwa_ibom,etinan,ikot_udo_oto_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
3a4c6982-2f5f-4f86-99e5-b39d32abf0bb,kano,madobi,daburau_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,FibreX
659296f1-42f4-4d58-9eca-8d8754a34006,kano,kiru,tsaudawa_health_post,Router only,Ready,Moderately ready,Full solar system,
659296f1-42f4-4d58-9eca-8d8754a34006,kano,kiru,tsaudawa_health_post,Full solar system only,Not ready,Ready,Full solar system,
0f7bb855-1445-44c4-8197-79880c5c3944,akwa_ibom,uruan,ekpene_ibia_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
0f7bb855-1445-44c4-8197-79880c5c3944,akwa_ibom,uruan,ekpene_ibia_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
e388e89a-7594-4cdd-9c31-1aede2f1af0a,niger,shiroro,gunu_basic_health_centre,FibreX only,Ready,Moderately ready,,Router
e388e89a-7594-4cdd-9c31-1aede2f1af0a,niger,shiroro,gunu_basic_health_centre,Full solar system only,Not ready,Moderately ready,,Router
6430b249-5922-4945-8ce7-158fe46768b6,jigawa,buji,madabe_primary_health_centre,Full solar system only,Not ready,Ready,,
ef1617a2-5f02-4a44-b251-015d8bf1624e,kano,bunkure,barkum_health_post,Full solar system only,Not ready,Moderately ready,,Router
474db2d2-9978-4639-a98f-2da8011d048d,kano,bichi,dutsen_karya_health_post,Router only,Ready,Moderately ready,Full solar system,
474db2d2-9978-4639-a98f-2da8011d048d,kano,bichi,dutsen_karya_health_post,Full solar system only,Not ready,Ready,Full solar system,
8b44c1d7-1831-4d6e-9918-de8c48d8b170,akwa_ibom,essien_udim,odoro_ikot_1_health_centre,Full solar system only,Not ready,Moderately ready,,Router
9db12234-05c5-454b-8cc0-5d8c524505d2,adamawa,fufore,chigari_health_centre,Full solar system only,Not ready,Moderately ready,,Router
aae4bb78-6a3d-49b7-a629-0d9e402c1f3c,anambra,aguata,aguata_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
b71789e3-b29d-4bfb-a6df-a103d7940f2b,anambra,onitsha_north,basic_court_road_primary_health_centre,Full solar system only,Not ready,Ready,,
32f9b452-1764-4153-8b43-0d5d363907b4,niger,bida,dokodza_primary_health_centre,FibreX only,Ready,Moderately ready,,Router
32f9b452-1764-4153-8b43-0d5d363907b4,niger,bida,dokodza_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
25188110-9a83-4639-b67c-e2e8f6775f95,kano,albasu,faragai_health_post,Full solar system only,Not ready,Moderately ready,,FibreX
80036f30-3b4c-481e-8ffc-a710e90bb1fb,kano,albasu,saya_saya_primary_health_centre,Router only,Ready,Moderately ready,Solar top-up,Router
80036f30-3b4c-481e-8ffc-a710e90bb1fb,kano,albasu,saya_saya_primary_health_centre,Full solar system only,Not ready,Moderately ready,Solar top-up,Router
8d6b186a-acf1-49dd-84d7-30d364553b82,jigawa,dutse,kudai_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
1e9d5c10-6f8c-4dc2-9fb8-cdb46b16f6b6,anambra,oyi,ikenja_nteje_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
10011461-bce0-4551-9908-9cb7fb78c3b1,niger,suleja,talba_clinic,Router only,Ready,Moderately ready,Full solar system,Router
10011461-bce0-4551-9908-9cb7fb78c3b1,niger,suleja,talba_clinic,Full solar system only,Not ready,Moderately ready,Full solar system,Router
1e2bf7c2-cc2b-426b-a4d9-d4dad75165c8,anambra,anambra_east,otuocha_maternal_and_child_health,FibreX only,Ready,Moderately ready,,Router
1e2bf7c2-cc2b-426b-a4d9-d4dad75165c8,anambra,anambra_east,otuocha_maternal_and_child_health,Full solar system only,Not ready,Moderately ready,,Router
dd3fb665-62d0-476a-aecb-baa8ed47c730,anambra,aguata,awalasi_uga_health_post,Full solar system only,Not ready,Moderately ready,Full solar system,Router
becbc0f5-5fa1-42b5-9672-e44545d9ba2f,oyo,lagelu,lalupon_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
52ff7f5c-19e0-4f10-b43f-75d0eb55ab28,jigawa,birnin_kudu,wurno_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
33c8c30c-4343-4754-b106-039820e8c3da,oyo,atiba,boroboro_health_clinic,Full solar system only,Not ready,Moderately ready,,Router
a7056fd5-f593-41e5-a0ca-24d16b5fc833,kano,gwale,kabuga_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
bbfe0634-1358-410a-8430-7aacbfc2c27a,kano,bunkure,kumurya_basic_health_clinic,Full solar system only,Not ready,Moderately ready,,Router
1c8571ce-14cd-4c19-a453-ca6e8802463c,jigawa,maigatari,kuka_yasku_babba_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
b9242dec-aa86-4d55-a046-c9b1181514dd,jigawa,maigatari,bosuwa_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
6c83f20f-abf6-4010-8342-04b696754e0f,oyo,ibarapa_north,alabi_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
54a96c21-88c5-4d8e-b6a7-a5abaaf405b3,jigawa,maigatari,madana_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
8389a256-bf95-47b6-857b-ad66a0c990ed,adamawa,fufore,dasin_primary_health_centre,Full solar system only,Not ready,Ready,,
fb6365f2-0eae-4f64-8327-856b3a9a91b7,kano,gwarzo,kutama_model_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
ebeeb7e9-3a34-49f8-920a-df3adbce9561,anambra,aguata,umuoru_uga_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
c870c9b6-e8a0-4bf9-9d6f-436a5cfb81c5,kano,madobi,kauran_mata_primary_health_centre,Full solar system only,Not ready,Moderately ready,Solar top-up,FibreX
116a570d-564d-42ee-8ea2-d6cbc483c38a,jigawa,birnin_kudu,kwangwara_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
cf768698-9857-4f6d-b322-520164015b85,oyo,iwajowa,iwere_ile_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
4a1639ba-59dc-45b1-b08b-4361dc7517aa,niger,suleja,pangamu_mdgs_facility,Router only,Ready,Moderately ready,Full solar system,Router
4a1639ba-59dc-45b1-b08b-4361dc7517aa,niger,suleja,pangamu_mdgs_facility,Full solar system only,Not ready,Moderately ready,Full solar system,Router
1eece291-9365-49e0-b41e-4737e692364d,kano,kiru,dashi_health_post,Full solar system only,Not ready,Moderately ready,,FibreX
fb0ee103-c10f-474d-bcb1-44ef956baa13,nasarawa,toto,kanyehu_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
f0bde98b-6e96-4751-932a-92467d06b0da,akwa_ibom,essien_udim,afaha_ikot_ebak_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
f0bde98b-6e96-4751-932a-92467d06b0da,akwa_ibom,essien_udim,afaha_ikot_ebak_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
1c7fac68-5fee-4cc3-bfcd-c85cc6e9350b,anambra,aguata,aku_ezinifite_primary_health_centre,Full solar system only,Not ready,Ready,Full solar system,
f2d083c6-199f-44df-9523-ba1841a6576b,oyo,atiba,oke_olola_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
82759161-a716-42fc-b315-211125fe129f,jigawa,hadejia,gabari_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
a3624b7d-77a5-4a9a-bf29-e05de42f6804,adamawa,fufore,choli_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
9b057df8-6073-4b15-b053-36fd9b92660d,jigawa,dutse,jaudi_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
e30a86eb-a196-473f-a259-bb8c0626182c,kano,dala,dogon_nama_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
e30a86eb-a196-473f-a259-bb8c0626182c,kano,dala,dogon_nama_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
fe1725af-4ff2-417c-8716-0ddd6c6945cd,anambra,oyi,obinetiti_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
b4c13214-fd64-419d-ae96-0723ff6a81c8,kano,madobi,galinja_health_post,Full solar system only,Not ready,Moderately ready,Full solar system,FibreX
6176d5ad-bd9e-477b-a778-c776e74b92fe,kano,gaya,yan_kau_primary_health_centre,Router only,Ready,Moderately ready,Solar top-up,Router
6176d5ad-bd9e-477b-a778-c776e74b92fe,kano,gaya,yan_kau_primary_health_centre,Full solar system only,Not ready,Moderately ready,Solar top-up,Router
e9d00603-366c-4f4f-b1e4-c3c78fa0ae81,kano,rogo,ruwan_bago_health_post,Full solar system only,Not ready,Moderately ready,,FibreX
4d8cab95-1c49-43df-8a80-04908361ddec,kano,rogo,karshi_health_clinic,Full solar system only,Not ready,Moderately ready,Full solar system,Router
453b7879-f5bb-4395-85db-9f6599450abe,niger,suleja,maama_gambo_basic_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
453b7879-f5bb-4395-85db-9f6599450abe,niger,suleja,maama_gambo_basic_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
6a1889c3-5ccd-47c6-9148-3aa4bd4e4439,oyo,ogbomosho_north,jagun_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
dfe263ca-8225-4424-b84b-faca24304eb8,jigawa,hadejia,k_arewa_clinic_maternal_and_child_health,Full solar system only,Not ready,Moderately ready,,Router
835aa881-33f5-4d8e-8208-2f2ffbf40d23,anambra,anambra_east,enugwu_aguleri_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,
835aa881-33f5-4d8e-8208-2f2ffbf40d23,anambra,anambra_east,enugwu_aguleri_primary_health_centre,Full solar system only,Not ready,Ready,Full solar system,
8933fdf0-990d-4f02-84c8-285402432533,kano,dala,madigawa_health_clinic,Full solar system only,Not ready,Moderately ready,,Router
8a9fc45f-9484-4f08-8bb5-c305b3674df3,akwa_ibom,uruan,use_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
45244245-1886-4152-95af-e07ca3a1708f,oyo,ogbomosho_north,masifa_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
28236050-5ad4-4f59-b684-f6bf580b7e7a,kano,gaya,kademi_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
220b5e59-24bc-41aa-b78f-1fba4a0422b0,kano,gaya,nafisatu_health_clinic,Full solar system only,Not ready,Moderately ready,,Router
23e95bfa-6b74-4c00-b179-be85814ff3f0,jigawa,birnin_kudu,sundumina_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
b71158d5-f382-43c2-b02b-8ea1acb357b3,jigawa,birnin_kudu,kangire_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
34c89ee3-b092-42cf-914c-fac4dab1eb9b,anambra,aguata,ikenga_primary_health_centre,Router only,Ready,Moderately ready,Solar top-up,Router
34c89ee3-b092-42cf-914c-fac4dab1eb9b,anambra,aguata,ikenga_primary_health_centre,Full solar system only,Not ready,Moderately ready,Solar top-up,Router
6647bdd6-7f94-41c9-9952-0be8d5942c54,jigawa,dutse,sakwaya_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
9880000000000000000,oyo,ogbomosho_north,saja_isaleora_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
d5f44ead-1e11-4e1e-a11e-a2b2d417bc19,akwa_ibom,nsit_atai,ikot_itie_udung_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
d5f44ead-1e11-4e1e-a11e-a2b2d417bc19,akwa_ibom,nsit_atai,ikot_itie_udung_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
57f0ccf1-d006-41b3-b1b0-f70fe1ddb15b,kano,kumbotso,ahmad_ado_bayero_primary_health_centre,Full solar system only,Not ready,Moderately ready,,FibreX
935d95c9-0641-434d-a584-900798d64306,kano,kumbotso,na_ibawa_gabas_health_post,Full solar system only,Not ready,Moderately ready,Full solar system,FibreX
7b772beb-9b9e-429c-b669-1fd452c363fe,kano,kumbotso,guringawa_model_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,
7b772beb-9b9e-429c-b669-1fd452c363fe,kano,kumbotso,guringawa_model_primary_health_centre,Full solar system only,Not ready,Ready,Full solar system,
6426c5ab-7ac2-4a65-8303-fc00cea6992d,anambra,dunukofia,nawgu_2_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
9d21d48e-0bbe-4453-b29c-91769a1f7dd6,kano,kumbotso,shekar_barde_primary_health_centre,Full solar system only,Not ready,Ready,,
e144ac37-1fd1-46f9-8a31-96a2ecf63af4,jigawa,auyo,kafur_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
689de837-9cc9-4ba8-9e63-98ca4aaf002f,jigawa,auyo,ayan_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
2554b4a4-4f21-4e3f-9010-155991126ea9,jigawa,auyo,kaban_health_post,Full solar system only,Not ready,Moderately ready,Full solar system,Router
f885440b-3f64-446a-9a5c-2f142252a965,jigawa,auyo,shiyo_health_post,Full solar system only,Not ready,Moderately ready,Full solar system,Router
5ffebc1b-da67-419a-93c1-940c9dc550bd,jigawa,auyo,unik_basic_health_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
f97b6aad-1b6f-4af7-a7ab-bb77b12fbbc4,kano,kura,hadejia_jamaare_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
2fe34444-b66e-429d-826b-c9b5cd247ad0,akwa_ibom,uyo,mbiabong_anyanya_health_post,Router only,Ready,Moderately ready,Full solar system,Router
2fe34444-b66e-429d-826b-c9b5cd247ad0,akwa_ibom,uyo,mbiabong_anyanya_health_post,Full solar system only,Not ready,Moderately ready,Full solar system,Router
9e4c52ef-1b7c-493d-a10e-ef87271bf809,kano,kura,tanawa_health_post,Full solar system only,Not ready,Moderately ready,,Router
fddd4d4e-43be-42ae-b203-8a3e8c0420fc,kano,kura,alkalawa_health_post,Full solar system only,Not ready,Moderately ready,,FibreX
5700b75f-434c-4e6d-a99a-2e691a787545,jigawa,auyo,guyu_health_post,Full solar system only,Not ready,Moderately ready,Full solar system,Router
828586ad-7395-4f62-99cc-9f002b1776d8,kano,rogo,tudun_magaji_health_post,Full solar system only,Not ready,Moderately ready,Full solar system,Router
daf83d33-a755-41f0-af50-485c58badb9b,kano,rogo,fulatan_basic_health_clinic,Full solar system only,Not ready,Ready,,
b9173f13-388a-40ed-91c7-77647a83b1c2,kano,rogo,kauyen_liman_health_clinic,Full solar system only,Not ready,Ready,,
911b9557-4374-4fa5-838f-4b0a6257fe60,anambra,ogbaru,okpoko_3_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,
911b9557-4374-4fa5-838f-4b0a6257fe60,anambra,ogbaru,okpoko_3_primary_health_centre,Full solar system only,Not ready,Ready,Full solar system,
56df8652-1559-4c8d-9837-aae754fa7048,anambra,ogbaru,akili_ozizor_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
03e533bd-b183-44c9-9259-3782d1749c79,anambra,ogbaru,okpoko_6_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
5709d7c5-7658-44f2-aef9-ae523dfe1c8d,anambra,ogbaru,okpoko_4_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
3422bf62-becc-409e-bd45-050a338cade3,niger,katcha,sidi_saba_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
3422bf62-becc-409e-bd45-050a338cade3,niger,katcha,sidi_saba_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
468c9b43-7339-4d7a-8d38-07515b906b8c,jigawa,auyo,shinge_gabas_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
468c9b43-7339-4d7a-8d38-07515b906b8c,jigawa,auyo,shinge_gabas_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
945a166a-34bd-4b6d-b4fe-5ea9e2e752e5,kano,doguwa,dadin_kowa_health_post,Router only,Ready,Moderately ready,Full solar system,
945a166a-34bd-4b6d-b4fe-5ea9e2e752e5,kano,doguwa,dadin_kowa_health_post,Full solar system only,Not ready,Ready,Full solar system,
c2de76e4-b30f-4daa-924c-940140c84487,jigawa,kafin_hausa,tuminjira_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
6a04d6a2-7412-4964-ac0e-1ebe77f858e6,jigawa,kafin_hausa,shamakeri_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
02e59f0a-5284-433f-afce-8bc5fc3fcd92,jigawa,kafin_hausa,ruba_primary_health_centre,Full solar system only,Not ready,Moderately ready,,FibreX
47636bf6-550b-4b26-ad16-54f02d7a44c6,kano,kiru,kafin_maiyaki_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
9f91a2e3-8d54-4eab-bc2b-ccf61c08c7a6,oyo,ibarapa_north,ayete_primary_health_centre,Router only,Ready,Moderately ready,Solar top-up,Router
9f91a2e3-8d54-4eab-bc2b-ccf61c08c7a6,oyo,ibarapa_north,ayete_primary_health_centre,Full solar system only,Not ready,Moderately ready,Solar top-up,Router
8e4b58a0-99af-4a01-8ba0-d00cac789d13,jigawa,gwiwa,rorau_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
8e4b58a0-99af-4a01-8ba0-d00cac789d13,jigawa,gwiwa,rorau_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
2f739b7b-3f9c-4032-91f3-2be61250f9ec,oyo,surulere,oy_iresaapa_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
d2e5399a-15eb-464b-a6b3-55b2c7a017fb,jigawa,gwiwa,buntusu_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
3d508c31-fb8d-4ec9-bdfe-149d224fe5d6,anambra,aguata,ora_eri_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
3d508c31-fb8d-4ec9-bdfe-149d224fe5d6,anambra,aguata,ora_eri_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
af7f75b2-ecbe-40e4-9948-902e02ff3f9d,oyo,ibarapa_north,tapa_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
13d9d978-00b1-4599-8e40-810318da0ead,adamawa,fufore,ribadu_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
9a3a25b5-9732-4c3a-9add-165a575e89da,kano,gabasawa,zakirai_primary_health_centre,Full solar system only,Not ready,Ready,,
703dcc8b-2f23-4ab5-b10f-a065685312bb,kano,gabasawa,tarauni_health_post,Full solar system only,Not ready,Moderately ready,Full solar system,FibreX
53528f87-869d-457b-a801-503fe54fe039,oyo,ibarapa_north,tapa_6_bed_hospital,Router only,Ready,Moderately ready,Full solar system,Router
53528f87-869d-457b-a801-503fe54fe039,oyo,ibarapa_north,tapa_6_bed_hospital,Full solar system only,Not ready,Moderately ready,Full solar system,Router
6becbe65-ec9f-4a66-94fc-6e824c1245c0,kano,kiru,kiru_comprehensive_health_centre,Router only,Ready,Moderately ready,Solar top-up,Router
6becbe65-ec9f-4a66-94fc-6e824c1245c0,kano,kiru,kiru_comprehensive_health_centre,Full solar system only,Not ready,Moderately ready,Solar top-up,Router
48756ab5-7c7c-450b-9d15-2dd68c3aa719,kano,kiru,dangora_basic_health_clinic,Full solar system only,Not ready,Moderately ready,Full solar system,Router
44a046dd-4a14-466f-afa2-81002da979dd,jigawa,kiri_kasamma,saleri_primary_health_centre,Full solar system only,Not ready,Ready,,
b71cab83-ef28-489e-b140-8366c5b1d604,jigawa,kiri_kasamma,madachi_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
e444d2b5-9c44-4d7d-a2b0-2f2fca675bda,jigawa,kiri_kasamma,marma_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
c4bc4694-245c-4237-aff7-e812855e3309,jigawa,kiri_kasamma,tasheguwa_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
bf65ef0f-12ee-451b-b3d4-cf33bd838fcd,anambra,aguata,ifite_igboukwu_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
6e6d1992-c2c2-4a10-b2ac-08d3347b139a,kano,gezawa,tumbau_health_post,Router only,Ready,Moderately ready,Full solar system,Router
6e6d1992-c2c2-4a10-b2ac-08d3347b139a,kano,gezawa,tumbau_health_post,Full solar system only,Not ready,Moderately ready,Full solar system,Router
256f36ee-ab48-4610-ac6d-7d05c8195816,kano,shanono,shakogi_health_post,Router only,Ready,Moderately ready,Full solar system,Router
256f36ee-ab48-4610-ac6d-7d05c8195816,kano,shanono,shakogi_health_post,Full solar system only,Not ready,Moderately ready,Full solar system,Router
1983dae9-85af-4511-9fa5-7a4a2ae7b7dc,akwa_ibom,ika,nto_uso_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
c4d4a423-76d5-4468-9437-c10cbf739b1e,jigawa,buji,gantsa_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
0eb86b40-932d-4e3f-b747-ac6bffb45916,oyo,iwajowa,idiko_ago_primary_health_centre,Router only,Ready,Moderately ready,Solar top-up,Router
0eb86b40-932d-4e3f-b747-ac6bffb45916,oyo,iwajowa,idiko_ago_primary_health_centre,Full solar system only,Not ready,Moderately ready,Solar top-up,Router
2980e3a3-8ab1-4ee1-93ad-9246dec985e3,adamawa,gombi,fotta_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
2980e3a3-8ab1-4ee1-93ad-9246dec985e3,adamawa,gombi,fotta_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
1204e5da-5468-4270-a273-3437d8f5f157,nasarawa,karu,kodope_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
cae0ee72-3b99-4e99-95ae-6e0f8d1b5945,oyo,ona_ara,ajia_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
aea26fa3-f80e-4b04-a3f2-4a15b979732a,akwa_ibom,oron,uya_oron_health_post,Full solar system only,Not ready,Moderately ready,Full solar system,Router
27dcd1f5-8b17-413e-96e2-9b89a8693b22,adamawa,gombi,ga_anda_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
a6601d21-b367-4a5a-ad04-f325dfba7944,jigawa,gumel,daurawa_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
dbfe899c-0eb5-4c66-91b4-686ea2880d54,oyo,ibadan_south_east,oritaperin_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
9c2e51b0-3fb5-4e24-9137-127bef27ccf4,akwa_ibom,ika,achan_ika_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
93151d40-99c4-464a-85ed-b05877e58100,akwa_ibom,ika,ikot_udom_health_centre,Router only,Ready,Moderately ready,Solar top-up,Router
93151d40-99c4-464a-85ed-b05877e58100,akwa_ibom,ika,ikot_udom_health_centre,Full solar system only,Not ready,Moderately ready,Solar top-up,Router
c0843056-642d-40e6-8086-87a48bd66596,oyo,surulere,oy_iresaadu_comprehensive_health_centre,Full solar system only,Not ready,Moderately ready,,Router
0ba0d1ca-5bab-434c-a233-48614b234328,kano,gezawa,jogana_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
01a41eaf-3281-4c75-90fc-92bdbc3901e5,anambra,anaocha,nri_1_primary_health_centre,Full solar system only,Not ready,Moderately ready,,FibreX
836b3e08-919c-4b27-be11-5763fc9a5e12,kano,shanono,kokiya_health_post,Router only,Ready,Moderately ready,Full solar system,Router
39b8274b-e71e-4690-a1d3-210243ba27f0,anambra,orumba_north,ndikelionwu_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
f27fcde7-8745-46fb-a615-491c1d449895,jigawa,dutse,yina_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
c0dbc553-3661-400d-941e-ee757df86b0b,anambra,onitsha_north,woliwo_primary_health_centre,Full solar system only,Not ready,Ready,,
cf9fd3b1-8f30-4d50-b5b3-169b396df079,jigawa,birnin_kudu,kantoga_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
7b140dbe-5177-4ad0-b418-3f304e6833cc,niger,suleja,late_gambo_basic_health_centre,Full solar system only,Not ready,Moderately ready,,Router
928127ab-069c-4734-926e-7201907baf34,jigawa,gumel,gusau_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
69412fba-5902-4d12-b9ab-41d8f30449ab,akwa_ibom,oron,esin_ufot_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
14d6acdc-86c2-4ad6-aed3-a16e2857153d,akwa_ibom,esit_eket,ikpa_health_centre,Full solar system only,Not ready,Moderately ready,,Router
21291f5d-3964-41c6-a95d-1239db60525d,kano,bagwai,romo_health_clinic,Full solar system only,Not ready,Ready,,
4aa58477-cdf8-4c62-9172-c78d563b2ad8,jigawa,maigatari,jajeri_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
abef8832-1f24-48c8-929b-40843825e3eb,oyo,ogbomosho_north,taraa_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
e648da6b-6478-440c-ae58-8de3c62b4cc8,anambra,aguata,umuona_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
e648da6b-6478-440c-ae58-8de3c62b4cc8,anambra,aguata,umuona_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
058f34d8-6db3-424f-851a-ae115bacb7af,kano,bagwai,kwajale_health_post,Full solar system only,Not ready,Ready,,
fb6f5572-bb5b-446e-918f-02ff5fd8d9aa,akwa_ibom,ika,efen_ikot_udonya_health_post,FibreX only,Ready,Moderately ready,,Router
fb6f5572-bb5b-446e-918f-02ff5fd8d9aa,akwa_ibom,ika,efen_ikot_udonya_health_post,Full solar system only,Not ready,Moderately ready,,Router
ec71c0d5-96bd-44af-8938-5e240532196a,kano,danbatta,gwarabjawa_health_post,Full solar system only,Not ready,Moderately ready,,Router
6838b912-7aae-4ae0-99b9-0cb8def73be1,akwa_ibom,uruan,nung_ikono_ufok_health_post,Full solar system only,Not ready,Moderately ready,Full solar system,Router
507b9f75-23af-46ad-9144-afaaac968db2,akwa_ibom,uruan,ibiaku_issiet_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
507b9f75-23af-46ad-9144-afaaac968db2,akwa_ibom,uruan,ibiaku_issiet_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
9355e73a-938f-4ad9-ac86-49863db3fbfd,adamawa,mayo_belwa,binkola_primary_health_centre,Router only,Ready,Moderately ready,Solar top-up,Router
9355e73a-938f-4ad9-ac86-49863db3fbfd,adamawa,mayo_belwa,binkola_primary_health_centre,Full solar system only,Not ready,Moderately ready,Solar top-up,Router
2d083700-d5ef-4e12-a578-d3680ba10743,kano,bagwai,rimin_dako_health_post,Full solar system only,Not ready,Ready,Full solar system,
2d69e62e-c57f-4ab4-b376-5ebda214978b,kano,bichi,muntsira_health_post,Full solar system only,Not ready,Ready,,
