Facility UUID,State,LGA,Facility name,Facility group,Functionality,Zone,Facility-connectivity gap value,Intervention,When action is needed,Cost 1 (NGN),Total gaps,Critical gaps,Total facility intervention cost (NGN)
c6065043-1225-41b2-84fa-c71ac1998178,Akwa Ibom,Ini,Mbiabong Ikot Udofia Health Centre,BHCPF,Functional L1,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),10,1,"7,119,712"
84388172-5e60-487f-a86a-7b9cd59ff87e,Rivers,Ikwerre,Igwuruta Primary Health Centre Model,BHCPF,Functional L2,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),6,1,"1,635,333"
ae04df4e-d537-4d82-b0f4-aad1ada71ed7,Lagos,Kosofe,Maidan Primary Health Centre,BHCPF,Functional L1,South West,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),10,2,"5,957,712"
c4b470de-b597-4395-b2aa-ff913b109c0b,Adamawa,Song,Wuro Daudu Maternal And Child Health,BHCPF,Functional L1,North East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),14,1,"7,512,712"
ef76d1fe-6cbe-4f1b-aa8c-c04516cf7fb8,Lagos,Alimosho,Egan Primary Health Centre,BHCPF,Functional L2,South West,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),12,1,"7,279,378"
6fa05d68-5e8c-4f6d-8fbf-fca6eef28e97,Akwa Ibom,Onna,Ukpana Health Centre,BHCPF,Functional L1,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),13,1,"7,641,378"
ad32dbee-8532-46af-a786-7f75fa4d3749,Kano,Kabo,Godiya Primary Health Centre,BHCPF,Functional L1,North West,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),13,1,"7,944,712"
a8ad345f-0056-439f-9374-662b6891deff,Akwa Ibom,Uyo,Oku Uyo Health Centre Model,BHCPF,Partially Functional,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),11,1,"6,678,333"
26899955-b3a4-46bd-8d29-4f54e229aec3,Bauchi,Giade,Zirami Primary Health Centre,BHCPF,Functional L1,North East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),10,2,"5,089,712"
f29616e9-03c2-4fb8-beb0-cc93cc424614,Imo,Ehime Mbano,Umuogolo Health Centre,BHCPF,Functional L1,South East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),9,1,"2,439,712"
202d0fa8-2536-4056-9dbc-fd53ac7270d6,Adamawa,Michika,Nkafamiya Primary Health Centre,BHCPF,Functional L1,North East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),15,2,"6,862,712"
d829d766-7392-47a8-89c8-1152bd0f9ff5,Anambra,Njikoka,Enugwu Agidi Achalla Primary Health Centre,BHCPF,Functional L1,South East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),10,1,"2,487,712"
7e170932-3ecf-4d10-af48-a1c9d8e5d54c,Anambra,Onitsha South,St Barnabas Primary Health Centre,BHCPF,Functional L1,South East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),10,1,"2,246,378"
03069de6-cc36-4df7-ba59-a07c415e41b6,Anambra,Onitsha South,Pam Pam Lane Primary Health Centre,BHCPF,Functional L1,South East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),13,1,"6,812,712"
0da4ee94-8591-46cc-82b7-9258b845eaac,Imo,Ehime Mbano,Umueleke Primary Health Centre,Non-BHCPF,Partially Functional,South East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),14,2,"7,224,378"
b5d2c819-b190-4884-b8b1-cb8c6221ff37,Kano,Kunchi,Yandadi Model Primary Health Centre,BHCPF,Functional L1,North West,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),10,1,"2,810,333"
0cc701df-730f-4c01-8c0f-23be2a8997bb,Niger,Suleja,Madalla Primary Health Centre,BHCPF,Functional L2,North Central,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),12,1,"7,661,378"
338ac0e2-fc4e-4091-91b4-09f58c19d15e,Anambra,Njikoka,Ezira Primary Health Centre,BHCPF,Functional L1,South East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),12,2,"5,724,712"
4d31ab73-dc64-4da1-9f5e-82f7d53f373d,Anambra,Onitsha South,Nweje Primary Health Centre,BHCPF,Functional L1,South East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),10,1,"5,487,712"
92258cca-9295-483e-83ab-911a5b079e6d,Niger,Gurara,Pasali Primary Health Centre Gurara,Non-BHCPF,Partially Functional,North Central,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),13,2,"7,204,378"
c1000222-9722-4460-8589-d4341374e0e9,Rivers,Eleme,Akpajo Primary Health Centre,BHCPF,Functional L2,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),7,1,"1,602,000"
9d235b36-5f17-4dad-a9a4-c1232f23fdf6,Niger,Gurara,Kudna Primary Health Centre,Non-BHCPF,Partially Functional,North Central,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),15,2,"7,254,378"
47e9a965-7b2a-499f-b67d-7e7c37139de3,Rivers,Gokana,B Dere Primary Health Centre Model,BHCPF,Functional L1,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),9,1,"2,540,333"
8b3cec56-9448-4cfd-8dd4-3f94119dd053,Rivers,Etche,Egwi Primary Health Centre,BHCPF,Functional L2,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),9,1,"2,120,333"
3535271d-298d-4b21-a6f9-5fc399472c84,Anambra,Ihiala,Umuazuegwu Primary Health Centre,BHCPF,Functional L1,South East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),10,1,"6,454,378"
8a2ebe61-5822-4db5-b52d-386656e3c397,Rivers,Obioakpor,Woji Primary Health Centre,BHCPF,Partially Functional,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),12,1,"2,592,712"
02533f29-9174-47ae-8e9a-4d93fcba1042,Oyo,Ibadan North West,Opoyeosa Primary Health Centre,BHCPF,Functional L1,South West,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),9,2,"6,036,378"
a093cba8-de8e-42c0-94cd-2eb1d15d0d4e,Imo,Ihitte Uboma,Amakohia Primary Health Centre,Non-BHCPF,Partially Functional,South East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),15,2,"6,534,378"
c2517b34-055e-4714-8495-d886dfe37224,Imo,Isu,Amauju Primary Health Centre,BHCPF,Functional L1,South East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),13,2,"5,993,333"
bb63699b-9d5d-4f03-aafb-381c4e325f4b,Oyo,Irepo,Atipa Primary Health Centre,BHCPF,Functional L1,South West,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),11,1,"2,291,378"
0788fc97-9064-4ce7-aee0-77651d71d501,Oyo,Orelope,Opoo Primary Health Centre Orelope,BHCPF,Functional L1,South West,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),14,3,"8,754,712"
73f534aa-1f0e-49ee-8a14-1a30042dac57,Rivers,Omuma,Umuelechi Health Post,Non-BHCPF,Functional L1,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),15,1,"7,671,378"
2aa2c62f-494d-476c-8d5e-84a021023013,Rivers,Omuma,Umuajloke Comprehensive Health Centre,BHCPF,Functional L1,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),7,1,"1,081,378"
43d1ed55-c772-4157-a2a2-577a633acfe1,Oyo,Saki East,Aladura Primary Health Centre,BHCPF,Partially Functional,South West,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),11,1,"2,612,712"
c7c9c4af-61c4-4b50-86db-e4343f80043d,Niger,Magama,Salka Basic Health Centre,BHCPF,Functional L2,North Central,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),13,1,"2,274,712"
8626f453-2021-4dc4-b92a-6b6c92d5405f,Kano,Tarauni,Darmanawa Health Post,BHCPF,Functional L2,North West,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),12,2,"6,529,378"
e19a36fe-612d-4df9-b276-2b66e7b1cade,Rivers,Khana,Bane Primary Health Centre,BHCPF,Functional L1,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),14,1,"3,054,712"
1bbc27c2-fb11-4d4c-bcc7-7f81841e9a08,Rivers,Khana,Wiiyaakara Primary Health Centre,BHCPF,Functional L1,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),9,1,"2,504,712"
46bc6368-cf5f-4003-9857-9086ad3ce4aa,Kano,Dawakin Kudu,Tamburawa Health Post,Non-BHCPF,Partially Functional,North West,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),12,2,"6,474,378"
5756bb27-8c59-4cc0-bccc-2f6cb2670477,Rivers,Omuma,Oyoro Model Primary Health Centre,BHCPF,Functional L1,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),9,1,"1,236,378"
de6c2ec0-0644-4321-94a6-d526ce4f4fb8,Rivers,Omuma,Ohim Oyoro Primary Health Centre,BHCPF,Functional L1,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),12,1,"7,079,712"
c7e73c99-2b94-4b6a-a373-8c679e88928c,Rivers,Omuma,Ofeh Primary Health Centre,BHCPF,Functional L2,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),13,1,"3,591,378"
07f70937-d5a5-4471-a891-09c3f51f2645,Bauchi,Misau,Misau Town Primary Health Centre,BHCPF,Partially Functional,North East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),8,1,"839,712"
6998acc5-b33f-45d4-9449-a70a5feaa50d,Imo,Isu,Ezi Isu Primary Health Centre,BHCPF,Functional L1,South East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),16,2,"6,301,378"
5587f340-d378-4efb-9a24-757c4e01e556,Imo,Ihitte Uboma,Uzinomi Primary Health Centre,BHCPF,Partially Functional,South East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),14,2,"6,767,712"
277f129b-88e9-4ea1-ab32-9e5194be19af,Imo,Ihitte Uboma,Umuawuchi Primary Health Centre,BHCPF,Functional L1,South East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),14,2,"6,812,712"
13cf44bc-2f8b-4e7e-9248-d59d982672c4,Imo,Ihitte Uboma,Onicha Uboma Healthprimary Health Centre,BHCPF,Functional L1,South East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),13,1,"7,427,712"
a629d448-aabc-4b2f-bb73-6a6f80a4a0f3,Anambra,Ihiala,Uhuowelle Primary Health Centre,BHCPF,Functional L1,South East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),11,2,"6,082,712"
cd368873-9e0e-4166-9456-e133a9ce707a,Niger,Gurara,Bono Primary Health Centre Gurara,BHCPF,Functional L1,North Central,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),14,2,"7,279,378"
1850fbfd-eacc-416b-8090-7b44b24dbb95,Rivers,Andoni,Unyeada Mphcc Primary Health Centre,BHCPF,Functional L1,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),10,2,"6,319,712"
1731ad45-553b-4251-9328-ee496ea15da5,Rivers,Port Harcourt,Nkpolu Primary Health Centre,BHCPF,Functional L1,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),14,1,"2,854,378"
4a303a70-98f5-4601-baca-1d33bcd8dca3,Oyo,Afijo,Abanti Primary Health Centre,Non-BHCPF,Partially Functional,South West,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),14,2,"7,404,378"
4f7504fa-2593-4e18-ae98-8f13c271a070,Niger,Gurara,Lambata Primary Health Centre,BHCPF,Functional L1,North Central,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),9,1,"2,557,000"
bf0b91e2-7a6e-4958-95fb-2af50047e08e,Anambra,Onitsha North,American Quarters Primary Health Centre,BHCPF,Functional L1,South East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),9,1,"2,254,378"
bdd19faf-1b31-4dd3-9870-1c28dfb3b383,Nasarawa,Awe,Kekura Primary Health Centre,Non-BHCPF,Partially Functional,North Central,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),14,1,"7,979,378"
d6c0feaa-6c49-40d7-873c-2190f2d6a570,Niger,Gurara,Izom Primary Health Centre,BHCPF,Functional L2,North Central,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),10,1,"3,337,000"
3ea3e9b9-0ec4-432c-96b8-2169f79a28ed,Rivers,Andoni,Egwede Primary Health Centre,BHCPF,Functional L1,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),11,2,"6,181,378"
3aa0de4e-17c6-4346-abe3-e19eb311bca3,Niger,Gurara,Kwaka Model Primary Health Centre,BHCPF,Functional L1,North Central,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),13,2,"7,249,378"
38eae6d4-2c76-4cfe-a305-efd73af80fb9,Niger,Shiroro,Nepa Hospital,Non-BHCPF,Functional L1,North Central,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),7,1,"1,116,378"
d6c948a6-0c29-4c4c-806b-1075f96a5404,Oyo,Irepo,Molete Ehinke Primary Health Centre,BHCPF,Functional L2,South West,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),15,1,"6,454,712"
618cd436-9e95-4757-805c-f1572b8e1248,Oyo,Ibarapa East,Owode Primary Health Centre,BHCPF,Functional L1,South West,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),7,1,"1,836,378"
3ea4eca6-936c-48df-a1bd-a9be6d987b6e,Anambra,Ogbaru,Odekpe Primary Health Centre,BHCPF,Functional L1,South East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),10,1,"2,457,712"
9e34c5c6-eac0-4397-ab2d-d64db9f0b1e1,Anambra,Ogbaru,Atani 1 Primary Health Centre,BHCPF,Functional L1,South East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),6,1,"1,471,378"
267087d4-49bf-4a95-8369-d1d2a4c55b4c,Akwa Ibom,Abak,Ikot Ossom Health Post,BHCPF,Functional L1,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),12,1,"3,354,378"
5248fb77-549e-4ee8-b5bd-411ea1f01046,Akwa Ibom,Abak,Ukpom Health Centre,Non-BHCPF,Functional L1,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),11,1,"2,954,378"
447f3468-db8c-40c2-bc4c-5cbc7d585837,Bauchi,Misau,Saibure Primary Health Centre,BHCPF,Functional L2,North East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),7,1,"809,712"
71b417c4-ba54-41d2-bbfb-9fef32e4c5e8,Bauchi,Misau,Hardawa Primary Health Centre,BHCPF,Functional L1,North East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),7,1,"459,712"
75b7248f-a640-458e-8397-16c06bfab14f,Kano,Tsanyawa,Daddarawa Basic Health Clinic,BHCPF,Functional L1,North West,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),11,1,"2,924,712"
77b8b99e-eb6a-4ddc-af0e-fd5e524dcb9b,Adamawa,Yola South,Namtari Manga Health Centre,BHCPF,Functional L2,North East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),16,1,"4,804,378"
8cef4dc6-4b1b-4bde-ba6c-4d202e6f714d,Anambra,Orumba South,Umuomaku Primary Health Centre,BHCPF,Functional L1,South East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),8,1,"7,219,378"
3487e55e-1944-411d-95cd-b3ef1aa1655d,Anambra,Nnewi South,Afube Health Post,Non-BHCPF,Functional L1,South East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),14,2,"6,514,378"
93b15ea8-c105-4250-8f12-3f7cfcaf6697,Rivers,Abuaodual,Arukwo Primary Health Centre,BHCPF,Functional L1,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),13,1,"7,607,712"
f9f1cc88-3581-4d37-a522-e7f5f504ae04,Niger,Paikoro,Essan Nubupi Primary Health Centre,Non-BHCPF,Partially Functional,North Central,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),15,2,"7,434,378"
fd9d17e2-3eb9-4af9-97e6-330052253ca7,Jigawa,Taura,Chukuto Primary Health Centre,BHCPF,Partially Functional,North West,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),10,1,"1,759,712"
28b6fd1f-e9cb-4524-a388-3868c3bc327c,Anambra,Orumba South,Agbudu Primary Health Centre,BHCPF,Partially Functional,South East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),13,2,"5,739,712"
e2cdaec1-d68d-4187-80dd-b0974d4e8044,Niger,Gurara,Diko Comprehensive Primary Health Centre,BHCPF,Functional L2,North Central,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),8,1,"2,045,333"
e58d38da-8d3f-420b-9c94-7a572e77bb06,Oyo,Ibadan North East,St Mary Health Post Primary Health Centre,Non-BHCPF,Partially Functional,South West,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),13,2,"6,474,378"
1a242f64-792f-472d-93eb-f845a7457fb1,Kano,Kabo,Unguwarturaki Health Post,Non-BHCPF,Partially Functional,North West,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),15,2,"7,309,378"
00028514-2273-4425-9974-32c176c729c9,Adamawa,Michika,Wabilimi Maternal And Child Health,BHCPF,Functional L2,North East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),18,2,"7,047,712"
3d802b4e-a037-4952-8429-b8b8ca79f6c2,Adamawa,Jada,So O Primary Health Centre,BHCPF,Functional L2,North East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),14,2,"6,867,712"
2b13909e-bdae-49da-8075-a19e3d32bff6,Nasarawa,Keffi,Ang Jaba Primary Health Centre,BHCPF,Functional L1,North Central,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),9,1,"2,940,333"
5449619b-6d56-45f9-9737-94a7ae2b1651,Akwa Ibom,Ibesikpoasutan,Nung Udoe Model Health Centre,BHCPF,Functional L1,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),13,1,"8,049,378"
ca045802-c7c5-4839-8c34-f6b128cdb3db,Akwa Ibom,Ibesikpoasutan,Ikot Obio Edim Health Centre,BHCPF,Functional L1,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),13,1,"8,482,000"
bd227a8d-8f2e-4201-aa08-78fd1ec847db,Akwa Ibom,Ibesikpoasutan,Ikot Akpaedung Health Post,BHCPF,Functional L1,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),11,1,"8,640,000"
975d9850-7e1b-45b7-8711-8db0c95c3e28,Akwa Ibom,Ibesikpoasutan,Ikot Nkwo Health Post,BHCPF,Partially Functional,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),8,1,"1,835,333"
14400663-72d8-49f0-8e44-9cdc2642cca4,Anambra,Aguata,Nkpologwu Primary Health Centre,BHCPF,Functional L1,South East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),11,1,"7,026,378"
2ef4c28f-bf19-4db8-ba1d-bd33321dcc8a,Adamawa,Jada,Mapeo Not Lengdo Centre Health Post Primary Health Centre,BHCPF,Functional L1,North East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),11,1,"2,925,333"
76d8bd7f-a04e-4cb5-9487-fcc89b74f811,Jigawa,Babura,Danhalili Model Primary Health Centre,Non-BHCPF,Partially Functional,North West,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),14,2,"7,279,378"
01b99ac2-e277-4d6a-b197-f7a6d5877a57,Jigawa,Miga,Dangyatum Primary Health Centre,BHCPF,Functional L1,North West,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),7,1,"890,333"
