Facility UUID,State,LGA,Facility name,Facility group,Functionality,Zone,Facility-connectivity gap value,Intervention,When action is needed,Cost 1 (NGN),Total gaps,Critical gaps,Total facility intervention cost (NGN)
b9ff50f4-67ea-4be6-9327-da84e4bcd782,Akwa Ibom,Ndung Uko,Eyonsek Health Centre,BHCPF,Partially Functional,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),10,1,"2,641,378"
7b17bb60-dea9-46a3-9c1b-c508e7145883,Jigawa,Birnin Kudu,Samamiya Health Post,Non-BHCPF,Partially Functional,North West,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),16,2,"7,379,378"
f526f596-b395-414f-9760-d5b27fb9c2f2,Akwa Ibom,Ndung Uko,Uboro Isong Inyang Health Post,BHCPF,Functional L1,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),14,2,"6,629,378"
18ad6c51-da1e-4bfc-a378-b719e8208394,Akwa Ibom,Oron,Eyo Abasi Health Post,BHCPF,Partially Functional,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),15,2,"6,629,378"
4e7f3bde-3a1f-4747-b8d5-145dcd91ef03,Oyo,Ona Ara,Kehinsi Primary Health Centre,Non-BHCPF,Functional L1,South West,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),13,2,"6,529,378"
e88fad07-c506-48dd-beba-e7e6cd198637,Niger,Katcha,Matanal Child Health F S P Primary Health Centre,Non-BHCPF,Partially Functional,North Central,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),14,2,"7,234,378"
84d60a2e-1258-408a-807d-f049edc0d57a,Anambra,Orumba North,Nanka 2 Primary Health Centre,BHCPF,Functional L1,South East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),12,1,"2,766,378"
311a6108-25b1-4d77-a6bc-45f8aa89ea14,Jigawa,Birnin Kudu,Babaldu Primary Health Centre,Non-BHCPF,Partially Functional,North West,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),14,2,"6,262,000"
10e66ca3-a66c-482f-9a3c-11d991c80b48,Akwa Ibom,Nsit Atai,Ikot Uyo Health Centre,BHCPF,Functional L1,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),11,1,"6,316,378"
806da777-2121-4901-ab69-518dd0618e06,Akwa Ibom,Nsit Atai,Okoro Nsit Health Post,BHCPF,Partially Functional,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),12,1,"3,734,378"
dbf49cc3-bc36-424f-80a8-3f10b116454b,Akwa Ibom,Etinan,Etinan Primary Health Centre,BHCPF,Functional L2,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),13,1,"7,329,378"
b06b6de2-f7cb-4cff-8d9a-8e8b9f0e540f,Kano,Shanono,Gasawa Health Post,Non-BHCPF,Partially Functional,North West,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),17,2,"7,409,378"
667f5a84-0729-497d-9760-0812193bed7b,Kano,Albasu,Albasu Primary Health Centre Albasu,BHCPF,Functional L2,North West,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),15,1,"4,059,378"
1a67d859-56f0-42e8-bb66-d7b5c1d8f717,Kano,Albasu,Farantama Health Post,Non-BHCPF,Partially Functional,North West,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),17,2,"6,972,712"
98c5ff24-9ef6-48e3-8033-a6e417c7db8d,Kano,Albasu,Gagarame Health Post,BHCPF,Functional L1,North West,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),15,1,"2,317,712"
fad8b031-93be-4757-9cf6-e06f291decd8,Kano,Albasu,Daho Health Post,BHCPF,Partially Functional,North West,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),15,1,"6,442,712"
8a12883e-250d-4e48-a4f3-46203d3232f0,Nasarawa,Karu,Mararaba Karu Primary Health Centre,Non-BHCPF,Functional L1,North Central,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),12,1,"5,254,712"
03586134-b2d5-4897-9956-0322b10930f5,Akwa Ibom,Etinan,Ikot Udobia Primary Health Centre,BHCPF,Functional L1,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),13,1,"7,214,378"
aa618e45-96ef-43ca-b73c-95c35fc0f180,Kano,Tofa,Unguwar Rimi Health Post,BHCPF,Functional L1,North West,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),9,1,"2,120,333"
fcf02495-0268-464f-9f0d-0a02cc7e4fd6,Kano,Bichi,Badume Health Post,BHCPF,Functional L1,North West,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),11,1,"2,162,712"
b4d72603-0cc4-41b9-a82b-3038ac2bbda4,Jigawa,Birnin Kudu,Dumus Health Post,Non-BHCPF,Functional L1,North West,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),15,1,"8,511,378"
