facility_uuid,state,lga,facility,gap_area,action,when_action_is_needed,cost_ngn
af8068cf-cc90-441a-a89d-37423ca55371,oyo,oyo_east,ajagba_health_centre,Wiring,Install 5 socket points,Minor action to complete during EMR deployment,15000
f58c393e-2628-457a-ac45-919d64a58668,oyo,ido,ido_primary_health_centre,Physical service-point,Procure 1 desk,Minor action to complete during EMR deployment,35000
7572cdd8-c92f-4519-8d17-159ec7ccfad3,niger,magama,kawo_primary_health_centre,Wiring,Install 2 socket points,Minor action to complete during EMR deployment,6000
9fcf378a-9a26-43e1-a83f-c9c82d2207cb,oyo,ibadan_north_west,abebi_alawo_primary_health_centre,Physical service-point,Procure 1 desk | Procure 1 patient chair | Procure 1 staff chair,Minor action to complete during EMR deployment,85000
bc42cf01-117c-4b2c-8071-da909b35590c,rivers,ahoada_east,ochigba_primary_health_centre,Physical service-point,Procure 1 patient chair,Minor action to complete during EMR deployment,25000
e3a1f16f-fe37-4979-afb1-4fa0b827c052,rivers,etche,ulakwo_primary_health_centre_etche,Physical service-point,Procure 1 staff chair,Minor action to complete during EMR deployment,25000
c1000222-9722-4460-8589-d4341374e0e9,rivers,eleme,akpajo_primary_health_centre,Physical service-point,Confirm whether a lockable door is required for 1 affected service point before costing.,Minor action to complete during EMR deployment,0
47e9a965-7b2a-499f-b67d-7e7c37139de3,rivers,gokana,b_dere_primary_health_centre_model,Physical service-point,Procure 1 electric fan,Minor action to complete during EMR deployment,60000
e51c2eb5-b31d-40b5-9a2e-ab41672aaac4,oyo,akinyele,oy_ojoo_primary_health_centre,Wiring,Install 3 socket points,Minor action to complete during EMR deployment,9000
a4784ff3-6eaf-4ed2-bf2a-97ccdbc950f3,imo,owerri_north,umuorii_primary_health_centre,Physical service-point,Confirm whether a lockable door is required for 1 affected service point before costing.,Minor action to complete during EMR deployment,0
f444e1b8-d25e-4b06-afbb-b55d5f04f64c,imo,isu,isu_okporo_primary_health_centre,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
1aa7bd4a-3261-4a65-8146-66fc78c633fc,adamawa,michika,bokka_health_centre,Wiring,Install 3 socket points,Minor action to complete during EMR deployment,9000
4f37d819-8347-4ae4-b190-aac8730072d4,oyo,irepo,mapo_primary_health_centre_irepo,Physical service-point,Procure 1 electric fan,Minor action to complete during EMR deployment,60000
bb63699b-9d5d-4f03-aafb-381c4e325f4b,oyo,irepo,atipa_primary_health_centre,Wiring,Install 2 socket points,Minor action to complete during EMR deployment,6000
c190c45a-5240-46bd-95fd-ae975ae6a170,bauchi,ganjuwa,zara_primary_health_centre,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
c190c45a-5240-46bd-95fd-ae975ae6a170,bauchi,ganjuwa,zara_primary_health_centre,Physical service-point,Procure 1 electric fan | Confirm whether a lockable door is required for 1 affected service point before costing.,Minor action to complete during EMR deployment,60000
6e988216-dbd2-47bf-b58f-d6c91762ab7d,jigawa,malam_madori,g_gabas_primary_health_centre,Physical service-point,Confirm whether a lockable door is required for 1 affected service point before costing.,Minor action to complete during EMR deployment,0
8c91b545-708a-4ba8-827d-ec63f1c7b896,jigawa,malam_madori,tagwaro_primary_health_centre,Physical service-point,Procure 1 electric fan,Minor action to complete during EMR deployment,60000
db249017-db72-47fc-ab51-dbfe0a6e9da0,jigawa,malam_madori,gandun_sarki_primary_health_centre,Physical service-point,Confirm whether a lockable door is required for 1 affected service point before costing.,Minor action to complete during EMR deployment,0
73f534aa-1f0e-49ee-8a14-1a30042dac57,rivers,omuma,umuelechi_health_post,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
c24a1b6d-8713-406c-90e3-f6d348d0245d,oyo,egbeda,owobale_primary_health_centre,Wiring,Install 2 socket points,Minor action to complete during EMR deployment,6000
2784337f-e97f-4ab8-bf59-facb4ff69108,imo,njaba,atta_ii_health_centre_njaba,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
f53a8732-2e1f-426f-921e-534ac2d624d1,nasarawa,nasarawa_eggon,bakyano_primary_health_centre_mphc,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
2540ba42-a59b-4660-858f-90a302daea32,oyo,oyo_east,oba_adeyemi_primary_health_centre,Wiring,Install 2 socket points,Minor action to complete during EMR deployment,6000
5fb9721a-7e01-4633-a384-7c0286ea3e85,oyo,iseyin,koso_primary_health_centre_iseyin,Wiring,Install 3 socket points,Minor action to complete during EMR deployment,9000
cae3763b-906b-48f9-91e9-e4087d07be51,imo,owerri_north,akwakuma_health_centre,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
48e9e76d-af00-404b-a836-0bf331dbef17,anambra,njikoka,ezi_amaigbo_abagana_primary_health_centre,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
d99db7dc-5817-4f74-a482-d8fd9c708c6a,bauchi,gamawa,alagarno_maternal_and_child_health,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
4c507711-e23f-4166-8b97-d27494ddb2a1,anambra,idemili_north,ogbu_primary_health_centre,Wiring,Install 3 socket points,Minor action to complete during EMR deployment,9000
73daada2-6749-45be-820a-a182749f8c45,anambra,idemili_north,holy_trinity_primary_health_centre,Wiring,Install 5 socket points,Minor action to complete during EMR deployment,15000
c7c9c4af-61c4-4b50-86db-e4343f80043d,niger,magama,salka_basic_health_centre,Wiring,Install 3 socket points,Minor action to complete during EMR deployment,9000
196f16f4-d613-42c3-a371-90f79a830497,oyo,iseyin,ado_awaye_primary_health_centre,Physical service-point,Procure 1 electric fan,Minor action to complete during EMR deployment,60000
a2abe4d8-4896-4b4d-ac1c-a41c61427fd2,oyo,oyo_east,jabata_health_centre,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
f80e3a79-9670-4e6b-9ba1-5060de68d629,nasarawa,karu,ara_sabo_primary_health_centre,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
f80e3a79-9670-4e6b-9ba1-5060de68d629,nasarawa,karu,ara_sabo_primary_health_centre,Physical service-point,Procure 1 electric fan | Confirm whether a lockable door is required for 1 affected service point before costing.,Minor action to complete during EMR deployment,60000
c34d5f87-3ec4-4116-b4bb-b98de6131b46,kano,kibiya,kibiya_primary_health_centre,Physical service-point,Confirm whether a lockable door is required for 1 affected service point before costing.,Minor action to complete during EMR deployment,0
738b4192-4313-42bb-9c5f-344308036070,kano,fagge,jaba_model_primary_health_centre,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
738b4192-4313-42bb-9c5f-344308036070,kano,fagge,jaba_model_primary_health_centre,Physical service-point,Procure 1 electric fan | Confirm whether a lockable door is required for 1 affected service point before costing.,Minor action to complete during EMR deployment,60000
bc1771fa-c1cb-4eb3-896d-be0fc94e0c86,niger,agaie,bororoko_primary_health_centre,Physical service-point,Procure 1 electric fan,Minor action to complete during EMR deployment,60000
0643e6c6-56fa-4850-9bf6-bd2a2043484a,niger,agaie,ekowugi_primary_health_centre,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
0643e6c6-56fa-4850-9bf6-bd2a2043484a,niger,agaie,ekowugi_primary_health_centre,Physical service-point,Procure 1 electric fan,Minor action to complete during EMR deployment,60000
2c1323fb-75d2-419f-aefd-80b5898b4220,kano,fagge,musa_kallah_primary_health_centre,Physical service-point,Procure 1 desk,Minor action to complete during EMR deployment,35000
59fb7ee0-83ce-4055-a4a2-e7a6576fe0d4,rivers,emohua,rumuewhor_primary_health_centre,Physical service-point,Confirm whether a lockable door is required for 1 affected service point before costing.,Minor action to complete during EMR deployment,0
fcaeb008-ee6a-4592-a87c-d4162df35c44,niger,borgu,masud_and_maternity_clinic,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
bf3ce713-411d-421a-b3ea-33fed6abbcfd,adamawa,michika,michika_primary_health_centre,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
de6c2ec0-0644-4321-94a6-d526ce4f4fb8,rivers,omuma,ohim_oyoro_primary_health_centre,Wiring,Install 2 socket points,Minor action to complete during EMR deployment,6000
e6460eff-20f8-4645-a2b4-e70a4f15c679,bauchi,bauchi,badakoshi_primary_health_centre,Wiring,Install 3 socket points,Minor action to complete during EMR deployment,9000
a6a81999-b7eb-4d6e-8f91-82d7a3b7e8b0,imo,isu,amure_primary_health_centre,Physical service-point,Procure 1 electric fan,Minor action to complete during EMR deployment,60000
5b0ded11-0cf7-4ccb-840c-f51f7120a507,jigawa,malam_madori,agin_primary_health_centre,Physical service-point,Procure 2 electric fans,Minor action to complete during EMR deployment,120000
7a24765b-b0c9-43a0-a7d0-c19fb00d18c2,jigawa,kaugama,nuhu_alpha_primary_health_centre,Physical service-point,Procure 1 electric fan,Minor action to complete during EMR deployment,60000
a67e117d-59aa-433f-9d02-4a29886fb9b6,jigawa,kaugama,hadin_primary_health_centre,Physical service-point,Procure 1 staff chair,Minor action to complete during EMR deployment,25000
bc7a86ab-da9f-4729-8505-b7af762f7308,jigawa,kaugama,dabuwaran_primary_health_centre,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
d9afc64a-5e16-4055-ac8a-f78f6095056b,anambra,idemili_south,oba_1_primary_health_centre,Wiring,Install 3 socket points,Minor action to complete during EMR deployment,9000
1a9ebc66-cfcc-47a6-bd4f-ac3bd00e6314,jigawa,kaugama,marke_primary_health_centre,Physical service-point,Procure 1 staff chair | Procure 1 electric fan,Minor action to complete during EMR deployment,85000
aff380f7-5dda-429b-a1eb-7e86f5c8d217,anambra,idemili_south,umuochi_primary_health_centre,Wiring,Install 3 socket points,Minor action to complete during EMR deployment,9000
5a27fa01-a58b-4eed-a0fe-8b211625b6b8,anambra,idemili_south,oba_2_primary_health_centre,Wiring,Install 2 socket points,Minor action to complete during EMR deployment,6000
5e794379-2d40-4dd0-9655-1221eca5c923,anambra,idemili_south,akwaukwu_primary_health_centre,Wiring,Install 4 socket points,Minor action to complete during EMR deployment,12000
d76b1974-6593-426d-8db6-9481231af6eb,nasarawa,nasarawa_eggon,akpata_primary_health_centre,Physical service-point,Procure 1 electric fan | Confirm whether a lockable door is required for 1 affected service point before costing.,Minor action to complete during EMR deployment,60000
85015a84-d5f5-4e16-9f7b-a977bbcdaddb,oyo,saki_east,oje_owode_model_primary_health_centre,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
6850baa6-9255-424e-acd9-c3acc6172ff6,kano,wudil,indabo_primary_health_centre,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
27637d52-4d2f-4994-95e7-60aca6861f9f,imo,ahiazu_mbaise,ogbe_i_primary_health_centre,Wiring,Install 2 socket points,Minor action to complete during EMR deployment,6000
3423faed-3357-4f54-9fc3-1d0d6bb8d2fc,rivers,abuaodual,ogbema_primary_health_centre,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
708f9103-9f3b-491f-827a-e026072af4ae,adamawa,demsa,dwam_primary_health_centre,Physical service-point,Procure 1 desk,Minor action to complete during EMR deployment,35000
29e78dc6-8529-4d66-9990-86e84c683474,nasarawa,awe,baure_primary_health_centre_mphc,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
3df9a212-d4c4-451d-8d31-6a993250ac47,anambra,anaocha,nneoha_agulu_primary_health_centre,Physical service-point,Procure 1 electric fan | Confirm whether a lockable door is required for 1 affected service point before costing.,Minor action to complete during EMR deployment,60000
117407fd-3d7c-42f0-8706-d056ec4ba5f2,kano,dawakin_tofa,kwa_primary_health_centre,Wiring,Install 4 socket points,Minor action to complete during EMR deployment,12000
aa71022f-ddd5-40dd-8703-e488a9b8d038,kano,dawakin_tofa,danguguwa_primary_health_centre,Wiring,Install 4 socket points,Minor action to complete during EMR deployment,12000
60c2649c-fd5b-431f-99f9-578f2c1f79f3,oyo,ibarapa_east,ilado_health_clinic,Wiring,Install 4 socket points,Minor action to complete during EMR deployment,12000
8fa7d21a-0c42-433b-bafa-b0ff898391ed,oyo,afijo,akinmorin_jobele_primary_health_centre,Wiring,Install 5 socket points,Minor action to complete during EMR deployment,15000
d6c0feaa-6c49-40d7-873c-2190f2d6a570,niger,gurara,izom_primary_health_centre,Physical service-point,Procure 1 staff chair,Minor action to complete during EMR deployment,25000
3aa45c2a-ce7f-43e5-8111-cee862ffecce,niger,gurara,gwacipe_primary_health_centre,Physical service-point,Procure 1 patient chair,Minor action to complete during EMR deployment,25000
527a49bd-e251-4d2a-9dce-a39511e50c6d,kano,tarauni,jaoji_primary_health_centre,Wiring,Install 3 socket points,Minor action to complete during EMR deployment,9000
0542535b-3508-4c0c-8b95-bd045f9eb70c,akwa_ibom,ikot_ekpene,ikot_ekpene_operational_base_primary_health_centre,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
0542535b-3508-4c0c-8b95-bd045f9eb70c,akwa_ibom,ikot_ekpene,ikot_ekpene_operational_base_primary_health_centre,Physical service-point,Procure 1 desk | Procure 1 patient chair | Procure 1 staff chair | Procure 1 electric fan | Confirm whether a lockable door is required for 1 affected service point before costing.,Minor action to complete during EMR deployment,145000
ae12a843-34ff-4c5d-86b9-5a768897f870,niger,wushishi,gekun_primary_health_centre,Wiring,Install 2 socket points,Minor action to complete during EMR deployment,6000
f6a6c550-4a07-40d3-9d9d-b8f3610ddb44,kano,fagge,sabo_garba_maternal_child_clinic,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
c375e06c-aac8-49d5-8320-73565d5ec5dd,niger,paikoro,ishau_primary_health_centre,Wiring,Install 5 socket points,Minor action to complete during EMR deployment,15000
ff9fb992-2034-40a9-832e-1f0c819274b5,oyo,irepo,koso_primary_health_centre_irepo,Wiring,Install 2 socket points,Minor action to complete during EMR deployment,6000
c2d3cdf0-9931-4256-9dd5-3cd31628bc80,oyo,irepo,ajangba_primary_health_centre,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
0555ddcd-eea3-4fc4-9ccf-8a1ce3f07036,adamawa,demsa,n_demsa_primary_health_centre,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
f31e9c88-b908-4e10-a267-f09cb1e249bc,adamawa,demsa,demsa_primary_health_centre,Physical service-point,Procure 1 desk | Confirm whether a lockable door is required for 1 affected service point before costing.,Minor action to complete during EMR deployment,35000
622e5ac7-4951-482f-b8a8-0bfb4adf2c18,bauchi,katagum,bulkachuwa_mphc_primary_health_centre,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
88dfeab1-cb33-4da8-b2a0-f72d656943ca,bauchi,katagum,madachi_primary_health_centre_katagum,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
6b7e4627-a469-4576-a5ed-44403867bf25,bauchi,katagum,gambaki_primary_health_centre,Wiring,Install 2 socket points,Minor action to complete during EMR deployment,6000
618cd436-9e95-4757-805c-f1572b8e1248,oyo,ibarapa_east,owode_primary_health_centre,Wiring,Install 5 socket points,Minor action to complete during EMR deployment,15000
96fd7617-2b0a-4df7-ac90-ef453880b362,adamawa,michika,kwapale_maternal_and_child_health,Physical service-point,Procure 1 electric fan | Confirm whether a lockable door is required for 1 affected service point before costing.,Minor action to complete during EMR deployment,60000
e1a4841c-1826-4ae5-9ad6-8a56fb2b56ad,bauchi,bauchi,kangere_primary_health_centre,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
02885fd7-1ad2-4f9b-a1b6-355368b63a39,bauchi,misau,akuyam_primary_health_centre,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
c2f0e701-7820-45bf-a64c-91bf081e86bc,anambra,idemili_south,alor_1_primary_health_centre,Wiring,Install 3 socket points,Minor action to complete during EMR deployment,9000
a8522d38-ccd0-4cd9-a3c6-ad16fb276e22,anambra,idemili_south,nnokwa_primary_health_centre,Wiring,Install 4 socket points,Minor action to complete during EMR deployment,12000
62097169-76f9-4f06-ad85-fa76ea167271,oyo,oluyole,oja_ibadan_primary_health_centre,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
495c26b5-e13b-464b-be10-5fe03e7c4c8c,bauchi,darazo,lago_primary_health_centre,Wiring,Install 5 socket points,Minor action to complete during EMR deployment,15000
74063f0c-dc09-4aaa-ab12-f79bcc5e50aa,niger,wushishi,barwa_primary_health_centre,Wiring,Install 2 socket points,Minor action to complete during EMR deployment,6000
1e506b66-4f2a-4a7c-b2d5-b21ce0ab691e,kano,dawakin_tofa,dawanau_basic_health_clinic,Wiring,Install 4 socket points,Minor action to complete during EMR deployment,12000
525e25a9-2ca7-4235-a810-10fcfd56ca9f,kano,dawakin_tofa,dandalama_primary_health_centre,Wiring,Install 4 socket points,Minor action to complete during EMR deployment,12000
1a853df5-2586-4048-894b-a340d667689a,kano,dawakin_tofa,yumfawa_primary_health_centre,Wiring,Install 4 socket points,Minor action to complete during EMR deployment,12000
87982c51-3cf8-4958-b83d-d3270ba078a4,kano,dawakin_tofa,tattarawa_primary_health_centre,Wiring,Install 4 socket points,Minor action to complete during EMR deployment,12000
5f64cff4-b675-4761-a9fa-e18cdd8a37b5,kano,dawakin_tofa,ganduje_primary_health_centre,Wiring,Install 3 socket points,Minor action to complete during EMR deployment,9000
7565dcb4-d7d6-4d73-a8e4-3421c1f71345,anambra,anambra_west,umueze_anam_primary_health_centre,Wiring,Install 4 socket points,Minor action to complete during EMR deployment,12000
8b4c2939-09f6-47b3-8213-390741930f0f,kano,tsanyawa,dumbulum_basic_health_clinic,Physical service-point,Procure 1 electric fan,Minor action to complete during EMR deployment,60000
ceb5b03a-b6df-4f4f-b1df-ec34faed72bd,imo,ahiazu_mbaise,nnarambia_primary_health_centre,Wiring,Install 3 socket points,Minor action to complete during EMR deployment,9000
8cdf98e4-0f4b-4d55-88b0-8c06423d4c89,rivers,abuaodual,okoboh_primary_health_centre,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
c3951467-ca9a-462a-a528-d5c7a97a4ccb,niger,wushishi,tashanjirgi_primary_health_centre,Wiring,Install 5 socket points,Minor action to complete during EMR deployment,15000
c64c0f67-3705-4ce1-af23-e6a809ee33fc,niger,wushishi,maito_primary_health_centre,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
536675b5-855f-4f3d-addd-e049243fe1bf,niger,wushishi,health_centre_maternal_and_child_health,Wiring,Install 2 socket points,Minor action to complete during EMR deployment,6000
6ddf291a-04e3-452f-8a14-89324c5a4945,anambra,idemili_south,ebenesi_nnobi_primary_health_centre,Wiring,Install 4 socket points,Minor action to complete during EMR deployment,12000
f4b521ba-9844-405f-ae17-18e4dc1a989b,anambra,idemili_south,awada_nnobi_primary_health_centre,Wiring,Install 3 socket points,Minor action to complete during EMR deployment,9000
2a284cc1-f282-4af8-9d4f-7495b80e4d36,nasarawa,awe,abuni_primary_health_centre,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
1a2c149e-f969-42e0-9882-6d9f5d4d8fa5,anambra,idemili_south,ngo_nnobi_primary_health_centre_model,Wiring,Install 4 socket points,Minor action to complete during EMR deployment,12000
59d7ddfa-7837-4d8f-8ff8-3ff4b1152f42,anambra,anaocha,ukunu_primary_health_centre,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
0cda7a24-ff91-4c33-9e34-078da20eb902,niger,paikoro,kwakuti_primary_health_centre,Wiring,Install 5 socket points,Minor action to complete during EMR deployment,15000
e9e675ff-9547-4140-ad61-75779c21ea93,imo,aboh_mbaise,nkwogwu_primary_health_centre,Physical service-point,Procure 1 desk,Minor action to complete during EMR deployment,35000
1a5a2a56-3f48-4678-9470-d2fe64f334a6,kano,tarauni,kauyen_alu_basic_health_clinic,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
68ea053f-a4d8-4a61-974c-549ee66ae4d1,kano,rimin_gado,gulu_model_primary_health_centre,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
b947bc38-981d-4d74-9234-ba2a7aaef0a1,kano,kibiya,durba_basic_health_clinic,Physical service-point,Procure 1 electric fan,Minor action to complete during EMR deployment,60000
f8827d2f-e3d1-42be-a348-6ef72c95e1ad,kano,rimin_gado,karofin_yashi_health_post,Wiring,Install 5 socket points,Minor action to complete during EMR deployment,15000
a2d169c6-48c1-4d6c-8f29-de387268a51b,nasarawa,nasarawa,kurudu_primary_health_centre,Physical service-point,Procure 1 electric fan,Minor action to complete during EMR deployment,60000
ca873ce5-bcf9-4003-b985-4c9d592da328,rivers,okrika,okochiri_primary_health_centre,Physical service-point,Procure 1 desk,Minor action to complete during EMR deployment,35000
28b6fd1f-e9cb-4524-a388-3868c3bc327c,anambra,orumba_south,agbudu_primary_health_centre,Wiring,Install 4 socket points,Minor action to complete during EMR deployment,12000
e0cd9880-151b-49d5-877a-a478d9c8ada8,oyo,ibarapa_east,maya_primary_health_centre,Wiring,Install 2 socket points,Minor action to complete during EMR deployment,6000
e2cdaec1-d68d-4187-80dd-b0974d4e8044,niger,gurara,diko_comprehensive_primary_health_centre,Physical service-point,Procure 1 desk | Procure 1 patient chair | Procure 1 staff chair,Minor action to complete during EMR deployment,85000
50c06a44-7b43-4e7b-8dc1-ef0e22812177,kano,tarauni,tarauni_primary_health_centre,Wiring,Install 5 socket points,Minor action to complete during EMR deployment,15000
94dd6cc7-7c01-424b-9be5-22ebce2098b6,oyo,irepo,agede_primary_health_centre,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
dbd20632-edec-4479-91e5-1bd0cdf3b48f,rivers,emohua,ogbakiri_2_primary_health_centre_mphc,Physical service-point,Confirm whether a lockable door is required for 1 affected service point before costing.,Minor action to complete during EMR deployment,0
74e5ea3f-0c93-4d56-b5d6-dda1a72eaed0,kano,kano_minicipal_council,gandu_model_primary_health_centre,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
3e8d5877-c5dc-40b8-b578-d836f5a4a93e,kano,fagge,kwachiri_model_primary_health_centre,Wiring,Install 2 socket points,Minor action to complete during EMR deployment,6000
3719801d-4a8c-4737-82d9-bb0f5bb96835,nasarawa,awe,akiri_primary_health_centre,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
21d24b2a-375d-444b-98aa-45e1dc3aea1e,oyo,ibarapa_east,oke_imale_primary_health_centre,Wiring,Install 2 socket points,Minor action to complete during EMR deployment,6000
41396caf-fa8e-4edf-b1bf-164d88c58954,kano,kano_minicipal_council,dan_agundi_primary_health_centre,Physical service-point,Confirm whether a lockable door is required for 1 affected service point before costing.,Minor action to complete during EMR deployment,0
3f816eab-3814-45ed-bc86-dd89256e638d,oyo,afijo,ilora_primary_health_centre,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
be4aed62-e5a3-4533-9d51-9171aec43f07,anambra,orumba_south,akpu_primary_health_centre,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
f3b51830-6550-472d-b429-7d794c467edb,kano,kano_minicipal_council,unguwar_gini_primary_health_centre,Physical service-point,Procure 1 desk | Procure 1 electric fan,Minor action to complete during EMR deployment,95000
133a8e99-6a9e-4218-b31a-b56f8ca80704,kano,wudil,utai_primary_health_centre,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
0accd5d5-9808-488a-aaf8-27c72f32d2d1,kano,wudil,achika_health_post,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
1f02ab3c-3096-452b-99b2-69c62c33e2c8,kano,tsanyawa,yanganau_health_post,Wiring,Install 3 socket points,Minor action to complete during EMR deployment,9000
9b209c95-97b8-4624-9756-6f8d3a2e1321,adamawa,lamurde,lafiya_waja_clinic,Wiring,Install 3 socket points,Minor action to complete during EMR deployment,9000
3df4d5fb-02ff-402a-a2ed-91494eb8c011,kano,tudun_wada,baburi_health_post,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
6ee935b4-fff2-43c3-ac30-80e4731e364d,nasarawa,keffi,k_mada_primary_health_centre,Wiring,Install 3 socket points,Minor action to complete during EMR deployment,9000
1c54d3ea-49a9-43eb-b6e2-7c3f041943ae,nasarawa,keffi,sabon_gari_primary_health_centre_nasarawa,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
1cad6243-3e90-4721-9cda-a8d0bd991f11,kano,doguwa,tagwaye_health_post,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
dd0c7915-842e-40f6-b6e8-004b9e2e4e7a,bauchi,darazo,papa_primary_health_centre_darazo,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
dd0c7915-842e-40f6-b6e8-004b9e2e4e7a,bauchi,darazo,papa_primary_health_centre_darazo,Physical service-point,Procure 1 desk | Procure 1 staff chair | Procure 1 electric fan | Confirm whether a lockable door is required for 1 affected service point before costing.,Minor action to complete during EMR deployment,120000
92622619-6a31-4025-80bd-8c0c2f7c7357,nasarawa,nasarawa_eggon,mada_station_primary_health_centre,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
cabc6c55-65af-400a-b0e2-f48db2e6feb6,kano,tudun_wada,burum_burum_primary_health_centre,Physical service-point,Procure 1 desk | Procure 1 electric fan,Minor action to complete during EMR deployment,95000
1e0a35a7-fe78-436a-9f88-ea79307fde14,oyo,ibadan_south_west,oke_bola_primary_health_centre,Wiring,Install 4 socket points,Minor action to complete during EMR deployment,12000
a8e941af-2b6c-47b1-84b0-c7d6ef1856e4,oyo,oluyole,ayetoro_primary_health_centre,Wiring,Install 1 socket point,Minor action to complete during EMR deployment,3000
ebf50e84-6167-41b2-a9d5-408cb148ad26,oyo,saki_west,oy_eko_kan_primary_health_centre,Wiring,Install 4 socket points,Minor action to complete during EMR deployment,12000
085edac9-5f40-442a-b29e-bd4c236bb3cc,anambra,njikoka,ifite_nawfia_primary_health_centre,Wiring,Install 2 socket points,Minor action to complete during EMR deployment,6000
22b9873f-dc1b-487e-b934-f7029abe6677,anambra,njikoka,nawfia_primary_health_centre,Wiring,Install 5 socket points,Minor action to complete during EMR deployment,15000
d7bef4dc-97a6-40c2-94b8-84b5308b16b5,bauchi,darazo,lanzai_west_primary_health_centre,Physical service-point,Procure 1 desk,Minor action to complete during EMR deployment,35000
425e8f13-b560-42de-87de-ef3112400f7e,nasarawa,nasarawa,pada_primary_health_centre,Physical service-point,Confirm whether a lockable door is required for 1 affected service point before costing.,Minor action to complete during EMR deployment,0
782a3193-e784-4792-8082-8e5612991755,niger,gbako,rural_lemu_health_centre,Wiring,Install 3 socket points,Minor action to complete during EMR deployment,9000
af4db613-18a8-465f-8420-8a7ba4f509b4,oyo,oluyole,ayegun_primary_health_centre_oluyole,Physical service-point,Confirm whether a lockable door is required for 1 affected service point before costing.,Minor action to complete during EMR deployment,0
9e34ea94-b57b-4d0f-9c55-e393affc938a,anambra,anambra_west,inoma_primary_health_centre,Wiring,Install 5 socket points,Minor action to complete during EMR deployment,15000
5772a42f-e217-4a2e-ae76-b50eebc2ee6c,niger,gbako,lemu_maternal_and_child_health,Wiring,Install 2 socket points,Minor action to complete during EMR deployment,6000
e150c246-a128-4e69-92ce-e56b72d6335f,niger,borgu,new_awuru_primary_health_centre,Wiring,Install 3 socket points,Minor action to complete during EMR deployment,9000
d9ebfecb-ff24-4c8d-92ba-0d5b768fcb7c,kano,tsanyawa,yar_gwanda_basic_health_clinic,Wiring,Install 2 socket points,Minor action to complete during EMR deployment,6000
7730c89c-bd6b-4467-8375-3ba7e1cdaa27,oyo,ibadan_north_east,oje_elewa_primary_health_centre,Physical service-point,Procure 1 electric fan,Minor action to complete during EMR deployment,60000
bd227a8d-8f2e-4201-aa08-78fd1ec847db,akwa_ibom,ibesikpoasutan,ikot_akpaedung_health_post,Physical service-point,Procure 1 patient chair,Minor action to complete during EMR deployment,25000
9136378a-2060-40be-92b4-1a92bfc57890,oyo,olorunsogo,owode_primary_health_centre_olorunsogo,Wiring,Install 2 socket points,Minor action to complete during EMR deployment,6000
